2024-12-07 14:20:38,565 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 17:52:05,381 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
2024-12-07 17:52:05,382 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_products
2024-12-07 17:52:05,500 | INFO | database_manager_central:drop_tables - Connected into database
2024-12-07 17:52:05,527 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,529 | WARNING | database_manager:show_table - No instance found in table: products_profile
2024-12-07 17:52:05,540 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,550 | WARNING | database_manager:show_table - No instance found in table: users_profile
2024-12-07 17:52:05,565 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,569 | WARNING | database_manager:show_table - No instance found in table: vending_machines_profile
2024-12-07 17:52:05,590 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,594 | WARNING | database_manager:show_table - No instance found in table: owners_profile
2024-12-07 17:52:05,605 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,609 | WARNING | database_manager:show_table - No instance found in table: product_complaint
2024-12-07 17:52:05,630 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,633 | WARNING | database_manager:show_table - No instance found in table: product_comment
2024-12-07 17:52:05,645 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,657 | WARNING | database_manager:show_table - No instance found in table: purchase_transaction
2024-12-07 17:52:05,671 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,675 | WARNING | database_manager:show_table - No instance found in table: vending_machine_complaint
2024-12-07 17:52:05,697 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,701 | WARNING | database_manager:show_table - No instance found in table: vending_machine_comment
2024-12-07 17:52:05,713 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,724 | WARNING | database_manager:show_table - No instance found in table: favorite_products
2024-12-07 17:52:05,740 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,743 | WARNING | database_manager:show_table - No instance found in table: favorite_vending_machines
2024-12-07 17:52:05,758 | INFO | database_manager_central:create_tables - Connected into database
2024-12-07 17:52:05,765 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,765 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,779 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,782 | INFO | database_manager:insert_row - Row ({'username': 'Al1ce', 'email': 'alicinha@gmail.com', 'password': '370f2809fbcc1c474173a2eb5d938c2e339fa2963e589472e7104c758d27af80', 'first_name': 'Alice', 'last_name': 'Silva', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Baixo', 'budget': 50.0}) inserted in table users_profile with id 73
2024-12-07 17:52:05,788 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '73' and data {'username': 'Al1ce', 'email': 'alicinha@gmail.com', 'password': '370f2809fbcc1c474173a2eb5d938c2e339fa2963e589472e7104c758d27af80', 'first_name': 'Alice', 'last_name': 'Silva', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Baixo', 'budget': 50.0}
2024-12-07 17:52:05,790 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,791 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,805 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,806 | INFO | database_manager:insert_row - Row ({'username': 'Bob', 'email': 'bob@example.com', 'password': '8d059c3640b97180dd2ee453e20d34ab0cb0f2eccbe87d01915a8e578a202b11', 'first_name': 'Bob', 'last_name': 'Smith', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Cima', 'budget': 60.0}) inserted in table users_profile with id 74
2024-12-07 17:52:05,807 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '74' and data {'username': 'Bob', 'email': 'bob@example.com', 'password': '8d059c3640b97180dd2ee453e20d34ab0cb0f2eccbe87d01915a8e578a202b11', 'first_name': 'Bob', 'last_name': 'Smith', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Cima', 'budget': 60.0}
2024-12-07 17:52:05,808 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,808 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,830 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,831 | INFO | database_manager:insert_row - Row ({'username': 'Charlie', 'email': 'charlie@example.com', 'password': '1afda89737a745f15d42807d54f67c803727d75ce443b0f3a659531b38ae660f', 'first_name': 'Charlie', 'last_name': 'Brown', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua do Meio', 'budget': 70.0}) inserted in table users_profile with id 75
2024-12-07 17:52:05,832 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '75' and data {'username': 'Charlie', 'email': 'charlie@example.com', 'password': '1afda89737a745f15d42807d54f67c803727d75ce443b0f3a659531b38ae660f', 'first_name': 'Charlie', 'last_name': 'Brown', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua do Meio', 'budget': 70.0}
2024-12-07 17:52:05,833 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,834 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,845 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,847 | INFO | database_manager:insert_row - Row ({'username': 'David', 'email': 'david@example.com', 'password': '0f14089313b20c1723ec1d660b0aaa4f473cf5b321cd370f2d48b7bcf9a7b234', 'first_name': 'David', 'last_name': 'Johnson', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Nova', 'budget': 80.0}) inserted in table users_profile with id 76
2024-12-07 17:52:05,848 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '76' and data {'username': 'David', 'email': 'david@example.com', 'password': '0f14089313b20c1723ec1d660b0aaa4f473cf5b321cd370f2d48b7bcf9a7b234', 'first_name': 'David', 'last_name': 'Johnson', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Nova', 'budget': 80.0}
2024-12-07 17:52:05,848 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,849 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,870 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,872 | INFO | database_manager:insert_row - Row ({'username': 'Eve', 'email': 'eve@example.com', 'password': '9b429e2c486fc24baa239ae21a60bacd3290e4d93ef5526835200a6fc57c2ed0', 'first_name': 'Eve', 'last_name': 'Davis', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Velha', 'budget': 90.0}) inserted in table users_profile with id 77
2024-12-07 17:52:05,874 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '77' and data {'username': 'Eve', 'email': 'eve@example.com', 'password': '9b429e2c486fc24baa239ae21a60bacd3290e4d93ef5526835200a6fc57c2ed0', 'first_name': 'Eve', 'last_name': 'Davis', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Velha', 'budget': 90.0}
2024-12-07 17:52:05,874 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,875 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,898 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,900 | INFO | database_manager:insert_row - Row ({'username': 'Frank', 'email': 'frank@example.com', 'password': '2e51672858831d330326f5bbd72a42848314e6d6a35b5b75670b1e602fa04f3d', 'first_name': 'Frank', 'last_name': 'Miller', 'birthdate': '2024-12-06', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Alta', 'budget': 100.0}) inserted in table users_profile with id 78
2024-12-07 17:52:05,901 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '78' and data {'username': 'Frank', 'email': 'frank@example.com', 'password': '2e51672858831d330326f5bbd72a42848314e6d6a35b5b75670b1e602fa04f3d', 'first_name': 'Frank', 'last_name': 'Miller', 'birthdate': '2024-12-06', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Alta', 'budget': 100.0}
2024-12-07 17:52:05,902 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,902 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,916 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,923 | INFO | database_manager:insert_row - Row ({'ownername': 'Garry', 'email': 'g2@gmail.com', 'password': '18ee24150dcb1d96752a4d6dd0f20dfd8ba8c38527e40aa8509b7adecf78f9c6', 'first_name': 'Gar', 'last_name': 'Ry', 'birthdate': '2024-12-05', 'phone_number': '4002-8922', 'address': 'Rua de Baixo', 'budget': 52.0}) inserted in table owners_profile with id 15
2024-12-07 17:52:05,926 | INFO | database_manager_central:insert_record - Record added to 'owners_profile' with ID '15' and data {'ownername': 'Garry', 'email': 'g2@gmail.com', 'password': '18ee24150dcb1d96752a4d6dd0f20dfd8ba8c38527e40aa8509b7adecf78f9c6', 'first_name': 'Gar', 'last_name': 'Ry', 'birthdate': '2024-12-05', 'phone_number': '4002-8922', 'address': 'Rua de Baixo', 'budget': 52.0}
2024-12-07 17:52:05,927 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:52:05,928 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:52:05,942 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,943 | INFO | database_manager:insert_row - Row ({'ownername': 'Harry', 'email': 'harry@example.com', 'password': 'd4cfaf03600bf1a55ba4372ceb17ff9234576eb062c1f8b78bd3c53c703f194c', 'first_name': 'Harry', 'last_name': 'Potter', 'birthdate': '2024-12-06', 'phone_number': '4002-8923', 'address': 'Rua de Cima', 'budget': 62.0}) inserted in table owners_profile with id 16
2024-12-07 17:52:05,944 | INFO | database_manager_central:insert_record - Record added to 'owners_profile' with ID '16' and data {'ownername': 'Harry', 'email': 'harry@example.com', 'password': 'd4cfaf03600bf1a55ba4372ceb17ff9234576eb062c1f8b78bd3c53c703f194c', 'first_name': 'Harry', 'last_name': 'Potter', 'birthdate': '2024-12-06', 'phone_number': '4002-8923', 'address': 'Rua de Cima', 'budget': 62.0}
2024-12-07 17:52:05,955 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:52:05,957 | ERROR | database_manager_central:insert_record - Error inserting record into 'vending_machines_profile': 1054 (42S22): Unknown column 'owner_id' in 'where clause'
2024-12-07 17:54:16,601 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 17:54:16,602 | INFO | sql_injection_strategy:__init__ - SQL injection patterns initialized.
2024-12-07 17:54:16,612 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: products_profile
2024-12-07 17:54:16,613 | INFO | decorators_class:new_init - The data was instantiated as a subscriber of events: ['PurchaseProductEvent']
2024-12-07 17:54:16,614 | INFO | event_manager:subscribe - Created new subscriber list for event PurchaseProductEvent
2024-12-07 17:54:16,614 | INFO | event_manager:subscribe - Subscriber added to event PurchaseProductEvent
2024-12-07 17:54:16,615 | INFO | decorators_class:new_init - Subscribed to event PurchaseProductEvent
2024-12-07 17:54:16,615 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: users_profile
2024-12-07 17:54:16,616 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machines_profile
2024-12-07 17:54:16,616 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: owners_profile
2024-12-07 17:54:16,617 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_complaint
2024-12-07 17:54:16,617 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_comment
2024-12-07 17:54:16,618 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: purchase_transaction
2024-12-07 17:54:16,619 | INFO | decorators_class:new_init - The data was instantiated as a publisher of events: ['PurchaseProductEvent']
2024-12-07 17:54:16,621 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_complaint
2024-12-07 17:54:16,621 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_comment
2024-12-07 17:54:16,623 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
2024-12-07 17:54:16,624 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_products
2024-12-07 17:54:16,711 | INFO | database_manager_central:drop_tables - Connected into database
2024-12-07 17:54:16,722 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,730 | WARNING | database_manager:show_table - No instance found in table: products_profile
2024-12-07 17:54:16,740 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,742 | WARNING | database_manager:show_table - No instance found in table: users_profile
2024-12-07 17:54:16,750 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,752 | WARNING | database_manager:show_table - No instance found in table: vending_machines_profile
2024-12-07 17:54:16,761 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,766 | WARNING | database_manager:show_table - No instance found in table: owners_profile
2024-12-07 17:54:16,775 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,777 | WARNING | database_manager:show_table - No instance found in table: product_complaint
2024-12-07 17:54:16,785 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,788 | WARNING | database_manager:show_table - No instance found in table: product_comment
2024-12-07 17:54:16,801 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,803 | WARNING | database_manager:show_table - No instance found in table: purchase_transaction
2024-12-07 17:54:16,811 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,816 | WARNING | database_manager:show_table - No instance found in table: vending_machine_complaint
2024-12-07 17:54:16,827 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,830 | WARNING | database_manager:show_table - No instance found in table: vending_machine_comment
2024-12-07 17:54:16,845 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,849 | WARNING | database_manager:show_table - No instance found in table: favorite_products
2024-12-07 17:54:16,861 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,865 | WARNING | database_manager:show_table - No instance found in table: favorite_vending_machines
2024-12-07 17:54:16,876 | INFO | database_manager_central:create_tables - Connected into database
2024-12-07 17:54:16,880 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,881 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,894 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,896 | INFO | database_manager:insert_row - Row ({'username': 'Al1ce', 'email': 'alicinha@gmail.com', 'password': '370f2809fbcc1c474173a2eb5d938c2e339fa2963e589472e7104c758d27af80', 'first_name': 'Alice', 'last_name': 'Silva', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Baixo', 'budget': 50.0}) inserted in table users_profile with id 79
2024-12-07 17:54:16,897 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '79' and data {'username': 'Al1ce', 'email': 'alicinha@gmail.com', 'password': '370f2809fbcc1c474173a2eb5d938c2e339fa2963e589472e7104c758d27af80', 'first_name': 'Alice', 'last_name': 'Silva', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Baixo', 'budget': 50.0}
2024-12-07 17:54:16,898 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,898 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,909 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,911 | INFO | database_manager:insert_row - Row ({'username': 'Bob', 'email': 'bob@example.com', 'password': '8d059c3640b97180dd2ee453e20d34ab0cb0f2eccbe87d01915a8e578a202b11', 'first_name': 'Bob', 'last_name': 'Smith', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Cima', 'budget': 60.0}) inserted in table users_profile with id 80
2024-12-07 17:54:16,912 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '80' and data {'username': 'Bob', 'email': 'bob@example.com', 'password': '8d059c3640b97180dd2ee453e20d34ab0cb0f2eccbe87d01915a8e578a202b11', 'first_name': 'Bob', 'last_name': 'Smith', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua de Cima', 'budget': 60.0}
2024-12-07 17:54:16,913 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,913 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,922 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,923 | INFO | database_manager:insert_row - Row ({'username': 'Charlie', 'email': 'charlie@example.com', 'password': '1afda89737a745f15d42807d54f67c803727d75ce443b0f3a659531b38ae660f', 'first_name': 'Charlie', 'last_name': 'Brown', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua do Meio', 'budget': 70.0}) inserted in table users_profile with id 81
2024-12-07 17:54:16,924 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '81' and data {'username': 'Charlie', 'email': 'charlie@example.com', 'password': '1afda89737a745f15d42807d54f67c803727d75ce443b0f3a659531b38ae660f', 'first_name': 'Charlie', 'last_name': 'Brown', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua do Meio', 'budget': 70.0}
2024-12-07 17:54:16,925 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,925 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,934 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,936 | INFO | database_manager:insert_row - Row ({'username': 'David', 'email': 'david@example.com', 'password': '0f14089313b20c1723ec1d660b0aaa4f473cf5b321cd370f2d48b7bcf9a7b234', 'first_name': 'David', 'last_name': 'Johnson', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Nova', 'budget': 80.0}) inserted in table users_profile with id 82
2024-12-07 17:54:16,938 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '82' and data {'username': 'David', 'email': 'david@example.com', 'password': '0f14089313b20c1723ec1d660b0aaa4f473cf5b321cd370f2d48b7bcf9a7b234', 'first_name': 'David', 'last_name': 'Johnson', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Nova', 'budget': 80.0}
2024-12-07 17:54:16,939 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,940 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,952 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,954 | INFO | database_manager:insert_row - Row ({'username': 'Eve', 'email': 'eve@example.com', 'password': '9b429e2c486fc24baa239ae21a60bacd3290e4d93ef5526835200a6fc57c2ed0', 'first_name': 'Eve', 'last_name': 'Davis', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Velha', 'budget': 90.0}) inserted in table users_profile with id 83
2024-12-07 17:54:16,954 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '83' and data {'username': 'Eve', 'email': 'eve@example.com', 'password': '9b429e2c486fc24baa239ae21a60bacd3290e4d93ef5526835200a6fc57c2ed0', 'first_name': 'Eve', 'last_name': 'Davis', 'birthdate': '2024-12-07', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Velha', 'budget': 90.0}
2024-12-07 17:54:16,955 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,955 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,968 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,969 | INFO | database_manager:insert_row - Row ({'username': 'Frank', 'email': 'frank@example.com', 'password': '2e51672858831d330326f5bbd72a42848314e6d6a35b5b75670b1e602fa04f3d', 'first_name': 'Frank', 'last_name': 'Miller', 'birthdate': '2024-12-06', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Alta', 'budget': 100.0}) inserted in table users_profile with id 84
2024-12-07 17:54:16,970 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID '84' and data {'username': 'Frank', 'email': 'frank@example.com', 'password': '2e51672858831d330326f5bbd72a42848314e6d6a35b5b75670b1e602fa04f3d', 'first_name': 'Frank', 'last_name': 'Miller', 'birthdate': '2024-12-06', 'phone_number': 'pizzaria_buonasserra', 'address': 'Rua Alta', 'budget': 100.0}
2024-12-07 17:54:16,971 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,971 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,982 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,984 | INFO | database_manager:insert_row - Row ({'ownername': 'Garry', 'email': 'g2@gmail.com', 'password': '18ee24150dcb1d96752a4d6dd0f20dfd8ba8c38527e40aa8509b7adecf78f9c6', 'first_name': 'Gar', 'last_name': 'Ry', 'birthdate': '2024-12-05', 'phone_number': '4002-8922', 'address': 'Rua de Baixo', 'budget': 52.0}) inserted in table owners_profile with id 17
2024-12-07 17:54:16,985 | INFO | database_manager_central:insert_record - Record added to 'owners_profile' with ID '17' and data {'ownername': 'Garry', 'email': 'g2@gmail.com', 'password': '18ee24150dcb1d96752a4d6dd0f20dfd8ba8c38527e40aa8509b7adecf78f9c6', 'first_name': 'Gar', 'last_name': 'Ry', 'birthdate': '2024-12-05', 'phone_number': '4002-8922', 'address': 'Rua de Baixo', 'budget': 52.0}
2024-12-07 17:54:16,985 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 17:54:16,986 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 17:54:16,995 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:16,997 | INFO | database_manager:insert_row - Row ({'ownername': 'Harry', 'email': 'harry@example.com', 'password': 'd4cfaf03600bf1a55ba4372ceb17ff9234576eb062c1f8b78bd3c53c703f194c', 'first_name': 'Harry', 'last_name': 'Potter', 'birthdate': '2024-12-06', 'phone_number': '4002-8923', 'address': 'Rua de Cima', 'budget': 62.0}) inserted in table owners_profile with id 18
2024-12-07 17:54:16,998 | INFO | database_manager_central:insert_record - Record added to 'owners_profile' with ID '18' and data {'ownername': 'Harry', 'email': 'harry@example.com', 'password': 'd4cfaf03600bf1a55ba4372ceb17ff9234576eb062c1f8b78bd3c53c703f194c', 'first_name': 'Harry', 'last_name': 'Potter', 'birthdate': '2024-12-06', 'phone_number': '4002-8923', 'address': 'Rua de Cima', 'budget': 62.0}
2024-12-07 17:54:17,011 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:54:17,012 | ERROR | database_manager_central:insert_record - Error inserting record into 'vending_machines_profile': 1054 (42S22): Unknown column 'owner_id' in 'where clause'
2024-12-07 17:58:54,726 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 17:58:54,727 | INFO | sql_injection_strategy:__init__ - SQL injection patterns initialized.
2024-12-07 17:58:54,735 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: products_profile
2024-12-07 17:58:54,736 | INFO | decorators_class:new_init - The data was instantiated as a subscriber of events: ['PurchaseProductEvent']
2024-12-07 17:58:54,736 | INFO | event_manager:subscribe - Created new subscriber list for event PurchaseProductEvent
2024-12-07 17:58:54,737 | INFO | event_manager:subscribe - Subscriber added to event PurchaseProductEvent
2024-12-07 17:58:54,737 | INFO | decorators_class:new_init - Subscribed to event PurchaseProductEvent
2024-12-07 17:58:54,738 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: users_profile
2024-12-07 17:58:54,738 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machines_profile
2024-12-07 17:58:54,739 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: owners_profile
2024-12-07 17:58:54,740 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_complaint
2024-12-07 17:58:54,740 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_comment
2024-12-07 17:58:54,741 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: purchase_transaction
2024-12-07 17:58:54,742 | INFO | decorators_class:new_init - The data was instantiated as a publisher of events: ['PurchaseProductEvent']
2024-12-07 17:58:54,743 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_complaint
2024-12-07 17:58:54,744 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_comment
2024-12-07 17:58:54,745 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
2024-12-07 17:58:54,745 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_products
2024-12-07 17:58:54,828 | INFO | database_manager_central:drop_tables - Connected into database
2024-12-07 17:58:54,864 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:58:54,869 | WARNING | database_manager:show_table - No instance found in table: products_profile
2024-12-07 17:58:54,879 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:58:54,885 | WARNING | database_manager:show_table - No instance found in table: users_profile
2024-12-07 17:58:54,898 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:58:55,005 | WARNING | database_manager:show_table - No instance found in table: vending_machines_profile
2024-12-07 17:58:55,014 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:58:55,016 | WARNING | database_manager:show_table - No instance found in table: owners_profile
2024-12-07 17:58:55,028 | INFO | database_manager:__connect - Connected into database
2024-12-07 17:58:55,032 | WARNING | database_manager:show_table - No instance found in table: product_complaint
2024-12-07 17:58:55,043 | INFO | database_manager:__connect - Connected into database
2024-12-07 18:00:34,895 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 18:00:34,896 | INFO | sql_injection_strategy:__init__ - SQL injection patterns initialized.
2024-12-07 18:00:34,904 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: products_profile
2024-12-07 18:00:34,906 | INFO | decorators_class:new_init - The data was instantiated as a subscriber of events: ['PurchaseProductEvent']
2024-12-07 18:00:34,907 | INFO | event_manager:subscribe - Created new subscriber list for event PurchaseProductEvent
2024-12-07 18:00:34,907 | INFO | event_manager:subscribe - Subscriber added to event PurchaseProductEvent
2024-12-07 18:00:34,908 | INFO | decorators_class:new_init - Subscribed to event PurchaseProductEvent
2024-12-07 18:00:34,908 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: users_profile
2024-12-07 18:00:34,910 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machines_profile
2024-12-07 18:00:34,911 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: owners_profile
2024-12-07 18:00:34,912 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_complaint
2024-12-07 18:00:34,913 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_comment
2024-12-07 18:00:34,914 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: purchase_transaction
2024-12-07 18:00:34,914 | INFO | decorators_class:new_init - The data was instantiated as a publisher of events: ['PurchaseProductEvent']
2024-12-07 18:00:34,915 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_complaint
2024-12-07 18:00:34,915 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_comment
2024-12-07 18:00:34,916 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
